,Battid,Discharged_ID,Charged_ID,Reduced_Cell_Formula,Type,Spacegroup,Average_Voltage,Capacity_Grav,Capacity_Vol,Specific_E_Wh/kg,E Density Wh/l,Stability Charge,Stability Discharge,P_vol,Sn_vol,As_vol,N_vol,V_vol,Mo_vol,Mn_vol,Ni_vol,Bi_vol,Te_vol,Fe_vol,Ti_vol,Nb_vol,S_vol,Ge_vol,F_vol,Ta_vol,Sb_vol,Cr_vol,Si_vol,Co_vol,Mg_vol,W_vol,Sr_vol,Se_vol,Pr_vol,Ba_vol,O_vol,Cu_vol,P_vol_dis,Sn_vol_dis,As_vol_dis,N_vol_dis,V_vol_dis,Mo_vol_dis,Mn_vol_dis,Ni_vol_dis,Bi_vol_dis,Te_vol_dis,Fe_vol_dis,Ti_vol_dis,Nb_vol_dis,S_vol_dis,Ge_vol_dis,F_vol_dis,Ta_vol_dis,Sb_vol_dis,Cr_vol_dis,Si_vol_dis,Co_vol_dis,Mg_vol_dis,W_vol_dis,Sr_vol_dis,Se_vol_dis,Pr_vol_dis,Ba_vol_dis,O_vol_dis,Cu_vol_dis,helvol,geomvol,helvol_dis,geomvol_dis,energy,energy_per_atom,volume,formation_energy_per_atom,nsites,band_gap,density,total_magnetization,elasticity,energy_dis,energy_per_atom_dis,volume_dis,formation_energy_per_atom_dis,nsites_dis,band_gap_dis,density_dis,total_magnetization_dis,elasticity_dis,elneg_r2.0,diselneg_r2.0,elneg_r2.25,diselneg_r2.25,elneg_r2.5,diselneg_r2.5,elneg_r2.75,diselneg_r2.75,elneg_r3.0,diselneg_r3.0,elneg_r3.25,diselneg_r3.25,elneg_r3.5,diselneg_r3.5,elneg_r3.75,diselneg_r3.75,elneg_r4.0,diselneg_r4.0,elneg_r4.25,diselneg_r4.25,elneg_r4.5,diselneg_r4.5,elneg_r4.75,diselneg_r4.75,elneg_r5.0,diselneg_r5.0,elneg_r5.25,diselneg_r5.25,elneg_r5.5,diselneg_r5.5,elneg_r5.75,diselneg_r5.75,elneg_r6.0,diselneg_r6.0,elneg_r6.25,diselneg_r6.25,elneg_r6.5,diselneg_r6.5,elneg_r6.75,diselneg_r6.75,elneg_r7.0,diselneg_r7.0,elneg_r7.25,diselneg_r7.25,elneg_r7.5,diselneg_r7.5,elneg_r7.75,diselneg_r7.75,elneg_r8.0,diselneg_r8.0,elneg_r8.25,diselneg_r8.25,elneg_r8.5,diselneg_r8.5,elneg_r8.75,diselneg_r8.75,elneg_r9.0,diselneg_r9.0,elneg_r9.25,diselneg_r9.25,elneg_r9.5,diselneg_r9.5,elneg_r9.75,diselneg_r9.75,elneg_r10.0,diselneg_r10.0,elneg_r10.25,diselneg_r10.25,elneg_r10.5,diselneg_r10.5,elneg_r10.75,diselneg_r10.75,elneg_r11.0,diselneg_r11.0,elneg_r11.25,diselneg_r11.25,elneg_r11.5,diselneg_r11.5,elneg_r11.75,diselneg_r11.75,elneg_r12.0,diselneg_r12.0,elneg_r12.25,diselneg_r12.25,elneg_r12.5,diselneg_r12.5,elneg_r12.75,diselneg_r12.75,elneg_r13.0,diselneg_r13.0,elneg_r13.25,diselneg_r13.25,elneg_r13.5,diselneg_r13.5,elneg_r13.75,diselneg_r13.75,elneg_r14.0,diselneg_r14.0,elneg_r14.25,diselneg_r14.25,elneg_r14.5,diselneg_r14.5,elneg_r14.75,diselneg_r14.75,elneg_r15.0,diselneg_r15.0
10,mvc-1200001236,mp-1048269,mp-690058,Mg0 –1FeP2O7,intercalation,P21/c,3.68,211,701,777,2580,0.11,0.0,15.692510162434257,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.846255081217128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.9237855685199,0.0,15.651152287617819,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.825576143808909,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.825576143808909,0.0,0.0,0.0,0.0,0.0,54.77903300666237,0.0,1681.794,486.533,1990.444,493.396,-311.2733491,-7.074394297727273,511.14447377328776,-2.7304470289123373,44,3.8048,3.3018600881324365,3.999603425,3.3018600881324365,-275.45777878,-6.886444469500001,509.79734390428604,-2.268535969803571,40,0.18420000000000009,2.993915033106243,4.00018685,2.993915033106243,0.022706,0.048714,0.019974000000000002,0.075529,0.295892,0.265233,0.23044499999999998,0.13761099999999998,0.21375500000000003,0.316837,0.247709,0.23920999999999998,0.339426,0.288482,0.33008200000000004,0.284463,0.356988,0.372048,0.336787,0.352532,0.273893,0.28929699999999997,0.346451,0.325828,0.176812,0.195117,0.15798399999999999,0.182259,0.278878,0.189365,0.11171199999999999,0.171808,0.089782,0.058537,0.058808000000000006,0.047188,0.014788999999999998,0.03915,0.0021920000000000004,0.050908999999999996,0.034941,0.025372,0.038655,0.038387,0.021131999999999998,0.00596,0.00020800000000000001,0.000165,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11,mvc-1200012383,mp-770397,mp-25595,Mg0 –0.5NiO2,intercalation,I41/amd,3.39,261,1238,885,4201,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.941030208915443,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63.88206041783087,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.808748488543788,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.904374244271894,0.0,0.0,0.0,0.0,0.0,55.617496977087576,0.0,69.71300000000001,109.623,112.291,128.88,-71.53261899,-5.109472785,143.83962664295578,-1.4278392514285716,14,0.2898999999999998,4.749112421738935,1.9997803,4.749112421738935,-54.75848014,-4.563206678333334,125.2307760218552,-0.5353567158333341,12,1.4989,4.810253310167325,2.6525e-05,4.810253310167325,9e-06,0.154674,0.07799199999999999,0.22706199999999999,1.333852,0.395822,0.9295200000000001,1.0432219999999999,0.211671,0.624959,0.25519000000000003,0.23433400000000001,0.270963,0.456507,0.45718500000000006,0.44504099999999996,0.024065,0.073622,4.5e-05,3.5e-05,0.087393,0.0008230000000000001,0.349418,0.224994,0.0026969999999999997,0.11878399999999999,0.0,0.000121,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12,mvc-1200002239,mp-1045828,mp-32527,MgV(PO3)4,intercalation,C2/c,3.15,137,395,432,1243,0.03,0.0,17.873752944579827,0.0,0.0,0.0,4.468438236144958,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53.6212588337395,0.0,17.64109872690099,0.0,0.0,0.0,4.410274681725247,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.410274681725247,0.0,0.0,0.0,0.0,0.0,52.92329618070297,0.0,1259.242,423.353,1354.112,430.864,-261.64601876,-7.2679449655555555,453.4864933214599,-2.7431120224206347,36,2.7177,2.8644463034913086,3.0044605,2.8644463034913086,-245.77394608,-7.228645472941174,447.5836733787897,-2.5320185307983203,34,1.2795,2.7218796823995666,1.00020435,2.7218796823995666,0.018189,0.034509,0.009123000000000001,0.067846,0.426609,0.386727,0.285121,0.104218,0.168494,0.277677,0.333179,0.28867,0.15908699999999998,0.31106500000000004,0.295696,0.257079,0.38195999999999997,0.338731,0.282028,0.294259,0.332568,0.268448,0.226492,0.269086,0.235463,0.19861700000000002,0.218877,0.194166,0.088102,0.21872199999999997,0.142126,0.150073,0.161681,0.06324,0.06822,0.078452,0.059990999999999996,0.07836699999999999,0.036933,0.037193000000000004,0.013987000000000001,0.021672,0.032368,0.024475999999999998,0.023599000000000002,0.034838,0.00010800000000000001,0.00187,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13,mvc-1200008347,mp-1043162,mp-1043316,MgNi(GeO3)2,intercalation,C2/c,4.26,165,797,705,3399,0.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.818450078763991,0.0,0.0,0.0,0.0,0.0,0.0,17.636900157527982,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52.91070047258393,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.89452237688098,0.0,0.0,0.0,0.0,0.0,0.0,17.78904475376196,0.0,0.0,0.0,0.0,0.0,0.0,8.89452237688098,0.0,0.0,0.0,0.0,0.0,53.367134261285884,0.0,323.682,210.468,318.5420000000001,196.126,-122.25527037,-6.1127635185,224.85749265171168,-2.1261306252500005,20,2.4504,4.78944204827762,2.0008355,4.78944204827762,-102.04781776,-5.669323208888889,226.79722424423176,-1.4179905452777777,18,0.0,4.3925719583286345,1.31054775,4.3925719583286345,0.084075,0.233096,0.010243,0.14744200000000002,0.13652999999999998,0.012695,0.9611190000000001,0.568807,0.882717,1.306315,0.353811,0.372298,0.667475,0.705679,0.25338299999999997,0.34081999999999996,0.106955,0.02658,0.36157,0.08161,0.11012999999999999,0.005094,0.071131,0.0005639999999999999,0.0008609999999999999,0.03457,0.0,0.035087,0.0,0.066756,0.0,0.062475,0.0,0.000113,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14,mvc-1200006876,mp-1041845,mp-1042331,MgMn(SiO3)2,intercalation,Pcab,3.54,232,789,819,2791,0.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.89124128957683,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.78248257915366,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.347447737460975,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.831714823738551,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.663429647477102,0.0,8.831714823738551,0.0,0.0,0.0,0.0,0.0,52.9902889424313,0.0,8273.056999999999,979.634,12331.81,887.177,-605.21385575,-7.565173196875,905.8263496571466,-3.0318837407209998,80,3.1024000000000003,3.3937284189775814,4.9474784625,3.3937284189775814,-535.86955843,-7.442632755972222,1013.7822056672916,-2.5839039113566664,72,0.7979999999999999,2.713850567875822,2.98819075,2.713850567875822,0.0,0.030869,7.5e-05,0.036313,0.056365,0.049718,0.180452,0.170455,0.058933000000000006,0.153476,0.093325,0.134628,0.119914,0.152232,0.13641,0.125581,0.140085,0.066815,0.175626,0.19569,0.15667899999999998,0.197105,0.129219,0.154146,0.1501,0.18695499999999998,0.211549,0.11417000000000001,0.13878900000000002,0.159181,0.157154,0.168562,0.117211,0.082368,0.127026,0.11789200000000001,0.115817,0.142448,0.085158,0.10984300000000001,0.071156,0.112018,0.245466,0.171961,0.143798,0.149971,0.10066699999999999,0.117229,0.152756,0.10753199999999999,0.11258299999999999,0.12186300000000001,0.093027,0.065339,0.10715,0.12016199999999999,0.065712,0.09559400000000001,0.06562799999999999,0.066859,0.142541,0.139182,0.136188,0.099387,0.072004,0.060743,0.078178,0.010790000000000001,0.040447000000000004,0.012159999999999999,0.021222,0.000763,0.001588,0.0,1e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15,mvc-1200013940,mvc-13940,mp-558836,Mg0 –1MoF6,intercalation,R3,3.67,229,755,839,2767,0.01,0.0,0.0,0.0,0.0,0.0,0.0,7.0911702284514035,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.54702137070842,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.476889066213273,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.86133439727964,0.0,0.0,0.0,0.0,0.0,8.476889066213273,0.0,0.0,0.0,0.0,0.0,0.0,0.0,97.824,127.093,71.039,110.595,-43.36634747,-5.42079343375,117.96780542826096,-3.2384210808925,8,2.4387,3.2971458333087296,2.0,3.2971458333087296,-34.43367259,-4.919096084285714,141.0204476530221,-2.65414696102,7,4.2538,2.471965325361063,8.7e-06,2.471965325361063,0.0,1.002174,0.000781,0.049086000000000005,0.621879,0.001309,1.596698,0.5715319999999999,0.173474,0.497144,8.6e-05,0.560693,0.0055850000000000006,0.044073,1.146577,0.012088,0.45457200000000003,0.019611,0.000348,7.2e-05,0.0,0.077457,0.0,1.132776,0.0,0.031983,0.0,2e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16,mvc-1200019202,mp-19202,mvc-11581,Mg0 –0.5CrO2,intercalation,Fd3m,3.53,279,1163,983,4102,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.79348204263408,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57.58696408526816,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.134320143141533,0.0,0.0,13.067160071570768,0.0,0.0,0.0,0.0,0.0,52.268640286283066,0.0,92.819,125.584,113.698,136.049,-104.3207966,-7.451485471428571,153.05544502751206,-2.6251005635714284,14,2.8397,4.17251437910745,5.99999925,4.17251437910745,-87.06468391,-7.255390325833332,138.92032905493193,-1.8919970933333339,12,0.0,4.016023041688708,1.99999985,4.016023041688708,0.524003,1.0079420000000001,0.052114999999999995,0.089478,0.068341,0.053333000000000005,1.131259,0.879295,0.5421729999999999,0.684136,0.187548,0.043857,0.259959,0.443579,0.228494,0.194296,0.157227,0.235932,0.050344,0.05279,0.000261,2.3e-05,0.098006,0.003532,0.359319,0.26040599999999997,0.185059,0.051203,0.050771,0.000195,0.002925,0.0,0.0,0.0,0.0,0.0,2e-06,0.0,0.008868000000000001,0.0,0.091504,0.0,0.001823,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17,mvc-1200006878,mp-1041840,mp-1042286,MgCo(SiO3)2,intercalation,Pcab,3.45,228,812,786,2801,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.723399384007234,7.861699692003617,0.0,0.0,0.0,0.0,0.0,0.0,47.170198152021705,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.10621358430523,9.053106792152617,9.053106792152617,0.0,0.0,0.0,0.0,0.0,54.318640752915705,0.0,8639.474,994.978,12187.5,865.4810000000001,-574.63185329,-7.182898166125,883.6745421952313,-2.873849186875,80,2.9549000000000003,3.5388610812379087,3.0000824625,3.5388610812379087,-506.82036380000005,-7.039171719444441,1017.5916549110941,-2.429598960277777,72,0.8842000000000001,2.7558463371663957,4.9440099375,2.7558463371663957,0.0,0.039046,4.6e-05,0.024477000000000002,0.046415,0.053558,0.174673,0.18436,0.100579,0.152161,0.06954199999999999,0.144398,0.078263,0.136462,0.14599,0.129555,0.160662,0.07460900000000001,0.100137,0.21468099999999998,0.224017,0.19203499999999998,0.17276,0.16537000000000002,0.150911,0.169953,0.16350499999999998,0.10680799999999999,0.215182,0.18568800000000002,0.111999,0.141679,0.146394,0.085564,0.129224,0.12983,0.112827,0.161165,0.09106399999999999,0.101189,0.129425,0.121523,0.215871,0.190327,0.175262,0.136068,0.143347,0.11311900000000001,0.094876,0.09689500000000001,0.09618,0.10459700000000001,0.11245,0.102576,0.076183,0.098011,0.123544,0.075002,0.160667,0.129075,0.082231,0.100992,0.062353,0.086346,0.076424,0.033722,0.045439999999999994,0.014215,0.011486,0.0049380000000000005,7.099999999999999e-05,7.000000000000001e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18,mvc-1200008631,mp-1043493,mp-1043501,MgFe(GeO3)2,intercalation,C2/c,3.32,167,766,554,2547,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.361069005911613,0.0,0.0,0.0,16.722138011823226,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.16641403546968,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.61015506999962,0.0,0.0,0.0,17.22031013999924,0.0,0.0,0.0,0.0,0.0,0.0,8.61015506999962,0.0,0.0,0.0,0.0,0.0,51.66093041999771,0.0,297.091,207.31,341.088,205.18400000000003,-129.7449334,-6.48724667,232.2838536286767,-2.289638094750001,20,1.3822,4.5955935149920615,4.00100505,4.5955935149920615,-113.25561961,-6.291978867222222,239.2038623991644,-1.8062287791666662,18,0.0,4.12519830884787,4.0063999,4.12519830884787,0.126845,0.148019,0.042776,0.227035,0.09732400000000001,0.008995999999999999,0.816457,0.471451,1.005431,1.166435,0.26555300000000004,0.513159,0.347086,0.734143,0.518821,0.36081599999999997,0.169241,0.080252,0.201646,0.069148,0.301195,0.014865,0.035743000000000004,0.034874,0.07094400000000001,0.13655799999999998,0.0009369999999999999,0.034178,0.0,7e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19,mvc-1200002646,mp-2646,mp-80,Mg0 –1.5Sb,intercalation,P3m1,0.4,508,2001,204,803,0.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.48427400681985,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.98416821836515,0.0,0.0,0.0,22.476252327547716,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.077000000000001,31.977,70.327,105.667,-14.88363827,-2.9767276540000003,133.47420896868513,-0.36302216800000053,5,0.2172000000000001,3.936735607443669,1.4e-06,3.936735607443669,-7.69503163,-3.847515815,54.81813889529909,0.28024546000000017,2,0.0,7.376654428074301,2.025e-05,7.376654428074301,0.0,0.0,0.0,0.0,0.0,0.0016809999999999998,0.0,0.5907060000000001,0.003949,1.464108,2.012437,0.643944,1.979854,0.034501,0.0037600000000000003,0.520992,0.0,0.100793,0.0,0.630059,0.0,0.013216,0.0,1e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20,mvc-1200019067,mp-19067,mvc-14468,MgV3(FeO6)2,intercalation,P1,4.22,109,367,459,1548,0.11,0.0,0.0,0.0,0.0,0.0,12.181082281094533,0.0,0.0,0.0,0.0,0.0,8.120721520729687,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0301803801824216,0.0,0.0,0.0,0.0,0.0,48.72432912437813,0.0,0.0,0.0,0.0,0.0,12.259621774008865,0.0,0.0,0.0,0.0,0.0,8.173081182672576,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.1298108870044326,0.0,0.0,0.0,0.0,0.0,49.03848709603545,0.0,907.303,480.839,975.604,473.296,-262.05826624,-7.082655844324325,489.41150963730064,-2.3868236278378383,37,2.2286,3.3451902116173806,19.9996378,3.3451902116173806,-242.02149333,-6.914899809428571,492.56706929171725,-2.042410606857143,35,0.0,3.159886004956191,16.000000699999998,3.159886004956191,0.054827,0.10401600000000001,0.021005000000000003,0.034917000000000004,0.035463,0.034315,0.500237,0.40160100000000004,0.525614,0.485969,0.108454,0.181159,0.18245799999999998,0.194889,0.213042,0.274939,0.329789,0.30238400000000004,0.283713,0.257748,0.18689,0.263315,0.274959,0.34725100000000003,0.369404,0.305149,0.174736,0.204495,0.07762000000000001,0.111483,0.19311199999999998,0.139574,0.08315800000000001,0.12451,0.12804000000000001,0.062387,0.06243200000000001,0.079809,0.06144500000000001,0.069547,0.050706,0.020155000000000003,0.042408,0.00039,0.040119999999999996,0.0,0.00036899999999999997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21,mvc-1200009197,mp-1044303,mp-1044382,MgTiCr(PO4)3,intercalation,R3c,3.89,131,401,510,1561,0.05,0.0,12.904272230152412,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.301424076717471,0.0,0.0,0.0,0.0,0.0,0.0,4.301424076717471,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.617088920609646,0.0,13.503565223669392,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.5011884078897975,0.0,0.0,0.0,0.0,0.0,0.0,4.5011884078897975,0.0,0.0,4.5011884078897975,0.0,0.0,0.0,0.0,0.0,54.01426089467757,0.0,1269.5839999999996,430.453,1318.204,411.35,-273.12040058,-7.58667779388889,444.32710181478944,-2.9114886693386257,36,2.3987000000000003,3.0576435137404485,2.9996845000000003,3.0576435137404485,-254.36669182,-7.481373288823527,464.9622925638738,-2.625545684005602,34,0.0,2.7483413140069537,0.96280135,2.7483413140069537,2e-06,0.05314,0.014263999999999999,0.056714,0.383403,0.358607,0.464757,0.31962199999999996,0.026926,0.152564,0.094956,0.11499000000000001,0.253658,0.357704,0.379913,0.291252,0.302203,0.197633,0.271964,0.354063,0.201217,0.205188,0.116177,0.089751,0.281118,0.299811,0.209196,0.187222,0.05903200000000001,0.176242,0.068257,0.058307000000000005,0.160315,0.13071,0.178115,0.164051,0.066735,0.017686,0.027474000000000002,0.049046,0.062624,0.11408399999999999,0.132632,0.126143,0.071911,0.013399000000000001,0.060265,0.001257,0.00237,0.09156900000000001,0.000134,0.019235,0.05892000000000001,1e-05,0.051377,0.0,8.9e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
